start_date,mid_date,end_date,firm_coarse,firm_index,tpp_alp,tpp_lnc,tpp_alp_se,tpp_lnc_se,day_index
2012-09-29,2012-10-03,2012-10-07,Morgan,6,0.48,0.52,0.014790384634997942,0.014790384634997942,3007
2012-10-05,2012-10-06,2012-10-07,Newspoll,7,0.46,0.54,0.012864278975168645,0.012864278975168645,3010
2012-10-13,2012-10-17,2012-10-21,Morgan,6,0.505,0.495,0.014801491030371688,0.014801491030371688,3021
2012-10-26,2012-10-27,2012-10-28,Newspoll,7,0.5,0.5,0.012905643322991683,0.012905643322991683,3031
2012-10-27,2012-10-31,2012-11-04,Morgan,6,0.465,0.535,0.014765921159717884,0.014765921159717886,3035
2012-11-09,2012-11-10,2012-11-11,Newspoll,7,0.49,0.51,0.012903061936162584,0.012903061936162584,3045
2012-11-10,2012-11-14,2012-11-18,Morgan,6,0.505,0.495,0.014801491030371688,0.014801491030371688,3049
2012-11-23,2012-11-24,2012-11-25,Newspoll,7,0.49,0.51,0.012903061936162584,0.012903061936162584,3059
2012-11-24,2012-11-28,2012-12-02,Morgan,6,0.475,0.525,0.014783716792761858,0.014783716792761858,3063
2012-11-27,2012-11-28,2012-11-29,Morgan,6,0.49,0.51,0.01479927041809749,0.01479927041809749,3063
2012-12-07,2012-12-08,2012-12-09,Newspoll,7,0.46,0.54,0.012864278975168645,0.012864278975168645,3073
2012-12-08,2012-12-12,2012-12-16,Morgan,6,0.525,0.475,0.014783716792761858,0.014783716792761858,3077
2013-01-05,2013-01-09,2013-01-13,Morgan,6,0.485,0.515,0.014795568657010517,0.014795568657010517,3105
2013-01-09,2013-01-11,2013-01-13,Essential,2,0.46,0.54,0.015366251104410675,0.015366251104410675,3107
2013-01-11,2013-01-12,2013-01-13,Newspoll,7,0.49,0.51,0.012903061936162584,0.012903061936162584,3108
2013-01-16,2013-01-18,2013-01-20,Essential,2,0.46,0.54,0.015366251104410675,0.015366251104410675,3114
2013-01-19,2013-01-23,2013-01-27,Morgan,6,0.495,0.505,0.014801491030371688,0.014801491030371688,3119
2013-01-23,2013-01-26,2013-01-28,Essential,2,0.46,0.54,0.015366251104410675,0.015366251104410675,3122
2013-02-01,2013-02-02,2013-02-03,Galaxy,3,0.46,0.54,0.015366251104410675,0.015366251104410675,3129
2013-02-01,2013-02-02,2013-02-03,Newspoll,7,0.44,0.56,0.012812385746391021,0.01281238574639102,3129
2013-02-01,2013-02-03,2013-02-04,Essential,2,0.46,0.54,0.015366251104410675,0.015366251104410675,3130
2013-02-02,2013-02-03,2013-02-03,Morgan,6,0.485,0.515,0.014795568657010517,0.014795568657010517,3130
2013-02-07,2013-02-09,2013-02-10,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3136
2013-02-09,2013-02-10,2013-02-10,Morgan,6,0.4475,0.5525,0.014720407710220769,0.014720407710220769,3137
2013-02-14,2013-02-15,2013-02-16,Nielsen,8,0.44,0.56,0.015304265167573113,0.01530426516757311,3142
2013-02-14,2013-02-16,2013-02-17,Essential,2,0.46,0.54,0.015366251104410675,0.015366251104410675,3143
2013-02-16,2013-02-20,2013-02-24,Morgan,6,0.46,0.54,0.014754787989802294,0.014754787989802294,3147
2013-02-21,2013-02-23,2013-02-24,Essential,2,0.44,0.56,0.015304265167573113,0.01530426516757311,3150
2013-02-22,2013-02-23,2013-02-24,Newspoll,7,0.45,0.55,0.012840952974155658,0.012840952974155656,3150
2013-02-28,2013-03-02,2013-03-03,Essential,2,0.44,0.56,0.015304265167573113,0.01530426516757311,3157
2013-02-28,2013-03-02,2013-03-03,Morgan,6,0.4575,0.5425,0.01474866116415213,0.01474866116415213,3157
2013-03-05,2013-03-06,2013-03-07,Galaxy,3,0.45,0.55,0.015338388432159929,0.015338388432159927,3161
2013-03-07,2013-03-09,2013-03-10,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3164
2013-03-07,2013-03-09,2013-03-10,Morgan,6,0.435,0.565,0.014676619335769444,0.014676619335769444,3164
2013-03-08,2013-03-09,2013-03-10,Newspoll,7,0.48,0.52,0.012895314675220274,0.012895314675220274,3164
2013-03-14,2013-03-15,2013-03-16,Nielsen,8,0.44,0.56,0.015304265167573113,0.01530426516757311,3170
2013-03-14,2013-03-16,2013-03-17,Essential,2,0.46,0.54,0.015366251104410675,0.015366251104410675,3171
2013-03-14,2013-03-16,2013-03-17,Morgan,6,0.4575,0.5425,0.01474866116415213,0.01474866116415213,3171
2013-03-21,2013-03-23,2013-03-24,Essential,2,0.46,0.54,0.015366251104410675,0.015366251104410675,3178
2013-03-22,2013-03-23,2013-03-23,Galaxy,3,0.45,0.55,0.015338388432159929,0.015338388432159927,3178
2013-03-21,2013-03-23,2013-03-24,Morgan,6,0.435,0.565,0.014676619335769444,0.014676619335769444,3178
2013-03-22,2013-03-23,2013-03-24,Newspoll,7,0.42,0.58,0.012739380105131672,0.012739380105131672,3178
2013-03-22,2013-03-24,2013-03-25,AMR,1,0.44,0.56,0.015304265167573113,0.01530426516757311,3179
2013-03-28,2013-03-30,2013-04-01,Essential,2,0.44,0.56,0.015304265167573113,0.01530426516757311,3185
2013-03-28,2013-03-30,2013-03-31,Morgan,6,0.41,0.59,0.014560460548812132,0.014560460548812132,3185
2013-03-29,2013-03-31,2013-04-01,Morgan,6,0.425,0.575,0.014634758667707876,0.014634758667707876,3186
2013-04-04,2013-04-06,2013-04-07,Essential,2,0.44,0.56,0.015304265167573113,0.01530426516757311,3192
2013-04-04,2013-04-06,2013-04-07,Morgan,6,0.4375,0.5625,0.0146861334372742,0.0146861334372742,3192
2013-04-05,2013-04-06,2013-04-07,Newspoll,7,0.45,0.55,0.012840952974155658,0.012840952974155656,3192
2013-04-09,2013-04-10,2013-04-11,Galaxy,3,0.46,0.54,0.015366251104410675,0.015366251104410675,3196
2013-04-11,2013-04-12,2013-04-13,Nielsen,8,0.43,0.57,0.015263839322874331,0.015263839322874331,3198
2013-04-11,2013-04-13,2013-04-14,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3199
2013-04-11,2013-04-13,2013-04-14,Morgan,6,0.4425,0.5575,0.014704025634193103,0.014704025634193103,3199
2013-04-18,2013-04-20,2013-04-22,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3206
2013-04-18,2013-04-20,2013-04-22,Morgan,6,0.46,0.54,0.014754787989802294,0.014754787989802294,3206
2013-04-18,2013-04-20,2013-04-21,Morgan,6,0.455,0.545,0.014742160233275117,0.014742160233275119,3206
2013-04-19,2013-04-20,2013-04-21,Newspoll,7,0.45,0.55,0.012840952974155658,0.012840952974155656,3206
2013-04-25,2013-04-27,2013-04-28,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3213
2013-04-26,2013-04-27,2013-04-28,Morgan,6,0.4275,0.5725,0.014645796075388256,0.014645796075388256,3213
2013-05-02,2013-05-02,2013-05-02,Reachtel,9,0.425,0.575,0.015241247566273104,0.015241247566273106,3218
2013-05-02,2013-05-04,2013-05-05,Essential,2,0.44,0.56,0.015304265167573113,0.01530426516757311,3220
2013-05-03,2013-05-04,2013-05-05,Morgan,6,0.44,0.56,0.014695268634679626,0.014695268634679624,3220
2013-05-03,2013-05-04,2013-05-05,Newspoll,7,0.44,0.56,0.012812385746391021,0.01281238574639102,3220
2013-05-09,2013-05-11,2013-05-12,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3227
2013-05-10,2013-05-11,2013-05-12,Morgan,6,0.44,0.56,0.014695268634679626,0.014695268634679624,3227
2013-05-15,2013-05-16,2013-05-16,Galaxy,3,0.46,0.54,0.015366251104410675,0.015366251104410675,3232
2013-05-16,2013-05-17,2013-05-18,Nielsen,8,0.46,0.54,0.015366251104410675,0.015366251104410675,3233
2013-05-16,2013-05-18,2013-05-19,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3234
2013-05-17,2013-05-18,2013-05-19,Morgan,6,0.45,0.55,0.014728034045779402,0.0147280340457794,3234
2013-05-17,2013-05-18,2013-05-19,Newspoll,7,0.44,0.56,0.012812385746391021,0.01281238574639102,3234
2013-05-23,2013-05-25,2013-05-26,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3241
2013-05-24,2013-05-25,2013-05-26,Morgan,6,0.455,0.545,0.014742160233275117,0.014742160233275119,3241
2013-05-30,2013-06-01,2013-06-02,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3248
2013-05-31,2013-06-01,2013-06-02,Morgan,6,0.4475,0.5525,0.014720407710220769,0.014720407710220769,3248
2013-05-31,2013-06-01,2013-06-02,Newspoll,7,0.42,0.58,0.012739380105131672,0.012739380105131672,3248
2013-06-06,2013-06-08,2013-06-10,Essential,2,0.46,0.54,0.015366251104410675,0.015366251104410675,3255
2013-06-07,2013-06-09,2013-06-10,Morgan,6,0.44,0.56,0.014695268634679626,0.014695268634679624,3256
2013-06-11,2013-06-12,2013-06-13,Galaxy,3,0.45,0.55,0.015338388432159929,0.015338388432159927,3259
2013-06-13,2013-06-14,2013-06-15,Nielsen,8,0.43,0.57,0.015263839322874331,0.015263839322874331,3261
2013-06-13,2013-06-15,2013-06-16,Essential,2,0.46,0.54,0.015366251104410675,0.015366251104410675,3262
2013-06-14,2013-06-15,2013-06-16,Morgan,6,0.46,0.54,0.014754787989802294,0.014754787989802294,3262
2013-06-20,2013-06-22,2013-06-23,Essential,2,0.45,0.55,0.015338388432159929,0.015338388432159927,3269
2013-06-21,2013-06-22,2013-06-23,Morgan,6,0.44,0.56,0.014695268634679626,0.014695268634679624,3269
2013-06-21,2013-06-22,2013-06-23,Newspoll,7,0.43,0.57,0.012778542140655418,0.012778542140655418,3269
2013-06-26,2013-06-26,2013-06-26,Morgan,6,0.495,0.505,0.014801491030371688,0.014801491030371688,3273
2013-06-27,2013-06-27,2013-06-27,Reachtel,9,0.48,0.52,0.015403322934173933,0.015403322934173933,3274
2013-06-27,2013-06-28,2013-06-28,Galaxy,3,0.49,0.51,0.015412576959000408,0.015412576959000408,3275
2013-06-27,2013-06-29,2013-06-30,Essential,2,0.47,0.53,0.015387887192312854,0.015387887192312854,3276
2013-06-28,2013-06-29,2013-06-30,Morgan,6,0.5125,0.4875,0.014797604740204643,0.014797604740204641,3276
2013-06-28,2013-06-29,2013-06-30,Newspoll,7,0.49,0.51,0.012903061936162584,0.012903061936162584,3276
2013-07-04,2013-07-06,2013-07-07,Essential,2,0.48,0.52,0.015403322934173933,0.015403322934173933,3283
2013-07-05,2013-07-06,2013-07-07,Morgan,6,0.535,0.465,0.014765921159717886,0.014765921159717884,3283
2013-07-05,2013-07-06,2013-07-07,Newspoll,7,0.5,0.5,0.012905643322991683,0.012905643322991683,3283
2013-07-05,2013-07-07,2013-07-08,AMR,1,0.51,0.49,0.015412576959000408,0.015412576959000408,3284
2013-07-11,2013-07-12,2013-07-13,Nielsen,8,0.5,0.5,0.015415660399455185,0.015415660399455185,3289
2013-07-11,2013-07-13,2013-07-14,Essential,2,0.48,0.52,0.015403322934173933,0.015403322934173933,3290
2013-07-12,2013-07-13,2013-07-14,Morgan,6,0.52,0.48,0.014790384634997942,0.014790384634997942,3290
2013-07-18,2013-07-18,2013-07-18,Reachtel,9,0.49,0.51,0.015412576959000408,0.015412576959000408,3295
2013-07-18,2013-07-20,2013-07-22,Essential,2,0.49,0.51,0.015412576959000408,0.015412576959000408,3297
2013-07-19,2013-07-20,2013-07-21,Morgan,6,0.5225,0.4775,0.014787236306391713,0.014787236306391713,3297
2013-07-19,2013-07-20,2013-07-21,Newspoll,7,0.48,0.52,0.012895314675220274,0.012895314675220274,3297
2013-07-23,2013-07-24,2013-07-25,Galaxy,3,0.5,0.5,0.015415660399455185,0.015415660399455185,3301
2013-07-25,2013-07-27,2013-07-28,Essential,2,0.49,0.51,0.015412576959000408,0.015412576959000408,3304
2013-07-26,2013-07-27,2013-07-28,Morgan,6,0.5125,0.4875,0.014797604740204643,0.014797604740204641,3304
2013-08-01,2013-08-03,2013-08-04,Essential,2,0.49,0.51,0.015412576959000408,0.015412576959000408,3311
2013-08-02,2013-08-03,2013-08-04,Morgan,6,0.4975,0.5025,0.014802046131387478,0.014802046131387478,3311
2013-08-02,2013-08-03,2013-08-04,Newspoll,7,0.48,0.52,0.012895314675220274,0.012895314675220274,3311
2013-08-04,2013-08-04,2013-08-04,Reachtel,9,0.48,0.52,0.015403322934173933,0.015403322934173933,3312
2013-08-06,2013-08-07,2013-08-08,Nielsen,8,0.48,0.52,0.015403322934173933,0.015403322934173933,3315
2013-08-07,2013-08-08,2013-08-09,Galaxy,3,0.49,0.51,0.015412576959000408,0.015412576959000408,3316
2013-08-09,2013-08-10,2013-08-11,Morgan,6,0.4925,0.5075,0.014800565815746968,0.014800565815746966,3318
2013-08-09,2013-08-10,2013-08-11,Newspoll,7,0.48,0.52,0.012895314675220274,0.012895314675220274,3318
2013-08-10,2013-08-10,2013-08-10,Reachtel,9,0.47,0.53,0.015387887192312854,0.015387887192312854,3318
2013-08-09,2013-08-11,2013-08-12,Essential,2,0.49,0.51,0.015412576959000408,0.015412576959000408,3319
2013-08-12,2013-08-13,2013-08-13,Morgan,6,0.43,0.57,0.014656451439529927,0.014656451439529927,3321
2013-08-14,2013-08-15,2013-08-15,Galaxy,3,0.48,0.52,0.015403322934173933,0.015403322934173933,3323
2013-08-14,2013-08-16,2013-08-18,Essential,2,0.5,0.5,0.015415660399455185,0.015415660399455185,3324
2013-08-16,2013-08-17,2013-08-18,AMR,1,0.5,0.5,0.015415660399455185,0.015415660399455185,3325
2013-08-16,2013-08-17,2013-08-18,Morgan,6,0.485,0.515,0.014795568657010517,0.014795568657010517,3325
2013-08-16,2013-08-17,2013-08-18,Newspoll,7,0.46,0.54,0.012864278975168645,0.012864278975168645,3325
2013-08-18,2013-08-20,2013-08-22,Nielsen,8,0.47,0.53,0.015387887192312854,0.015387887192312854,3328
2013-08-21,2013-08-23,2013-08-25,Essential,2,0.5,0.5,0.015415660399455185,0.015415660399455185,3331
2013-08-23,2013-08-24,2013-08-25,Morgan,6,0.48,0.52,0.014790384634997942,0.014790384634997942,3332
2013-08-23,2013-08-24,2013-08-25,Newspoll,7,0.47,0.53,0.012882392220150371,0.012882392220150371,3332
2013-08-26,2013-08-26,2013-08-26,Reachtel,9,0.47,0.53,0.015387887192312854,0.015387887192312854,3334
2013-08-28,2013-08-29,2013-08-29,Galaxy,3,0.47,0.53,0.015387887192312854,0.015387887192312854,3337
2013-08-28,2013-08-29,2013-08-29,Morgan,6,0.465,0.535,0.014765921159717884,0.014765921159717886,3337
2013-08-29,2013-08-31,2013-09-01,Essential,2,0.48,0.52,0.015403322934173933,0.015403322934173933,3339
2013-08-30,2013-08-31,2013-09-01,Morgan,6,0.48,0.52,0.014790384634997942,0.014790384634997942,3339
2013-08-30,2013-08-31,2013-09-01,Newspoll,7,0.46,0.54,0.012864278975168645,0.012864278975168645,3339
2013-09-01,2013-09-03,2013-09-04,Essential,2,0.48,0.52,0.015403322934173933,0.015403322934173933,3342
2013-09-02,2013-09-03,2013-09-04,Galaxy,3,0.47,0.53,0.015387887192312854,0.015387887192312854,3342
2013-09-03,2013-09-03,2013-09-03,Reachtel,9,0.48,0.52,0.015403322934173933,0.015403322934173933,3342
2013-09-03,2013-09-04,2013-09-05,Newspoll,7,0.46,0.54,0.012864278975168645,0.012864278975168645,3343
2013-09-04,2013-09-04,2013-09-04,Reachtel,9,0.47,0.53,0.015387887192312854,0.015387887192312854,3343
2013-09-04,2013-09-05,2013-09-06,Morgan,6,0.465,0.535,0.014765921159717884,0.014765921159717886,3344
2013-09-04,2013-09-05,2013-09-05,Nielsen,8,0.46,0.54,0.015366251104410675,0.015366251104410675,3344
2013-09-05,2013-09-05,2013-09-05,Reachtel,9,0.47,0.53,0.015387887192312854,0.015387887192312854,3344
2013-09-07,2013-09-07,2013-09-07,Newspoll,7,0.465,0.535,0.012873985668600709,0.012873985668600709,3346
2015-07-04,2015-07-08,2015-07-12,Morgan,6,0.51,0.49,0.01479927041809749,0.01479927041809749,4015
2015-07-18,2015-07-22,2015-07-26,Morgan,6,0.54,0.46,0.014754787989802294,0.014754787989802294,4029
2015-08-01,2015-08-05,2015-08-09,Morgan,6,0.57,0.43,0.014656451439529927,0.014656451439529927,4043
2015-08-15,2015-08-19,2015-08-23,Morgan,6,0.545,0.455,0.014742160233275119,0.014742160233275117,4057
2015-08-29,2015-09-02,2015-09-06,Morgan,6,0.55,0.45,0.0147280340457794,0.014728034045779402,4071
2015-09-12,2015-09-13,2015-09-13,Morgan,6,0.57,0.43,0.014656451439529927,0.014656451439529927,4082
2015-09-19,2015-09-20,2015-09-20,Morgan,6,0.45,0.55,0.014728034045779402,0.0147280340457794,4089
2015-09-26,2015-10-01,2015-10-05,Morgan,6,0.44,0.56,0.014695268634679626,0.014695268634679624,4100
2015-10-10,2015-10-14,2015-10-18,Morgan,6,0.44,0.56,0.014695268634679626,0.014695268634679624,4113
2015-10-24,2015-10-28,2015-11-01,Morgan,6,0.435,0.565,0.014676619335769444,0.014676619335769444,4127
2015-11-07,2015-11-11,2015-11-15,Morgan,6,0.44,0.56,0.014695268634679626,0.014695268634679624,4141
2015-11-21,2015-11-25,2015-11-29,Morgan,6,0.44,0.56,0.014695268634679626,0.014695268634679624,4155
2015-12-05,2015-12-09,2015-12-13,Morgan,6,0.425,0.575,0.014634758667707876,0.014634758667707876,4169
2016-01-02,2016-01-06,2016-01-10,Morgan,6,0.44,0.56,0.014695268634679626,0.014695268634679624,4197
2016-01-15,2016-01-17,2016-01-18,Essential,2,0.49,0.51,0.015412576959000408,0.015412576959000408,4208
2016-01-16,2016-01-20,2016-01-24,Morgan,6,0.45,0.55,0.014728034045779402,0.0147280340457794,4211
2016-01-21,2016-01-21,2016-01-21,Reachtel,9,0.45,0.55,0.015338388432159929,0.015338388432159927,4212
2016-01-28,2016-01-30,2016-01-31,Newspoll,7,0.47,0.53,0.012882392220150371,0.012882392220150371,4221
2016-01-30,2016-02-03,2016-02-07,Morgan,6,0.475,0.525,0.014783716792761858,0.014783716792761858,4225
2016-02-03,2016-02-05,2016-02-07,Essential,2,0.48,0.52,0.015403322934173933,0.015403322934173933,4227
2016-02-11,2016-02-11,2016-02-11,Reachtel,9,0.46,0.54,0.015366251104410675,0.015366251104410675,4233
2016-02-11,2016-02-12,2016-02-13,Ipsos,4,0.48,0.52,0.010412850444882474,0.010412850444882474,4234
2016-02-13,2016-02-17,2016-02-21,Morgan,6,0.475,0.525,0.014783716792761858,0.014783716792761858,4239
2016-02-17,2016-02-19,2016-02-21,Essential,2,0.48,0.52,0.015403322934173933,0.015403322934173933,4241
2016-02-18,2016-02-20,2016-02-21,Newspoll,7,0.5,0.5,0.012905643322991683,0.012905643322991683,4242
2016-02-24,2016-02-26,2016-02-28,Essential,2,0.5,0.5,0.015415660399455185,0.015415660399455185,4248
2016-02-27,2016-03-02,2016-03-06,Morgan,6,0.47,0.53,0.014775563121469494,0.014775563121469494,4253
2016-03-02,2016-03-04,2016-03-06,Essential,2,0.5,0.5,0.015415660399455185,0.015415660399455185,4255
2016-03-03,2016-03-05,2016-03-06,Newspoll,7,0.5,0.5,0.012905643322991683,0.012905643322991683,4256
2016-03-10,2016-03-11,2016-03-12,Ipsos,4,0.47,0.53,0.010402415678813354,0.010402415678813354,4262
2016-03-12,2016-03-16,2016-03-20,Morgan,6,0.505,0.495,0.014801491030371688,0.014801491030371688,4267
2016-03-16,2016-03-18,2016-03-20,Essential,2,0.5,0.5,0.015415660399455185,0.015415660399455185,4269
2016-03-17,2016-03-19,2016-03-20,Newspoll,7,0.49,0.51,0.012903061936162584,0.012903061936162584,4270
2016-03-21,2016-03-21,2016-03-21,Reachtel,9,0.48,0.52,0.015403322934173933,0.015403322934173933,4272
2016-03-26,2016-03-30,2016-04-03,Morgan,6,0.475,0.525,0.014783716792761858,0.014783716792761858,4281
2016-03-31,2016-04-02,2016-04-03,Newspoll,7,0.51,0.49,0.012903061936162584,0.012903061936162584,4284
2016-04-06,2016-04-08,2016-04-10,Essential,2,0.5,0.5,0.015415660399455185,0.015415660399455185,4290
2016-04-09,2016-04-13,2016-04-17,Morgan,6,0.5,0.5,0.014802231160433424,0.014802231160433424,4295
2016-04-14,2016-04-14,2016-04-14,Reachtel,9,0.5,0.5,0.015415660399455185,0.015415660399455185,4296
2016-04-13,2016-04-15,2016-04-17,Essential,2,0.5,0.5,0.015415660399455185,0.015415660399455185,4297
2016-04-14,2016-04-15,2016-04-16,Ipsos,4,0.5,0.5,0.010421190734921943,0.010421190734921943,4297
2016-04-14,2016-04-16,2016-04-17,Newspoll,7,0.51,0.49,0.012903061936162584,0.012903061936162584,4298
2016-04-20,2016-04-22,2016-04-24,Essential,2,0.52,0.48,0.015403322934173933,0.015403322934173933,4304
2016-04-23,2016-04-27,2016-05-01,Morgan,6,0.51,0.49,0.01479927041809749,0.01479927041809749,4309
2016-04-27,2016-04-29,2016-05-01,Essential,2,0.52,0.48,0.015403322934173933,0.015403322934173933,4311
2016-05-04,2016-05-05,2016-05-06,Galaxy,3,0.5,0.5,0.015415660399455185,0.015415660399455185,4317
2016-05-05,2016-05-05,2016-05-05,Reachtel,9,0.5,0.5,0.015415660399455185,0.015415660399455185,4317
2016-05-05,2016-05-06,2016-05-07,Ipsos,4,0.49,0.51,0.010419106288309448,0.010419106288309448,4318
2016-05-05,2016-05-07,2016-05-08,Essential,2,0.51,0.49,0.015412576959000408,0.015412576959000408,4319
2016-05-06,2016-05-07,2016-05-08,Lonergan,5,0.5,0.5,0.015415660399455185,0.015415660399455185,4319
2016-05-05,2016-05-07,2016-05-08,Newspoll,7,0.51,0.49,0.012903061936162584,0.012903061936162584,4319
2016-05-12,2016-05-14,2016-05-15,Essential,2,0.51,0.49,0.015412576959000408,0.015412576959000408,4326
2016-05-14,2016-05-15,2016-05-15,Morgan,6,0.525,0.475,0.014783716792761858,0.014783716792761858,4327
2016-05-17,2016-05-18,2016-05-19,Ipsos,4,0.49,0.51,0.010419106288309448,0.010419106288309448,4330
2016-05-19,2016-05-19,2016-05-19,Reachtel,9,0.5,0.5,0.015415660399455185,0.015415660399455185,4331
2016-05-19,2016-05-21,2016-05-22,Essential,2,0.51,0.49,0.015412576959000408,0.015412576959000408,4333
2016-05-19,2016-05-21,2016-05-22,Newspoll,7,0.51,0.49,0.012903061936162584,0.012903061936162584,4333
2016-05-21,2016-05-25,2016-05-29,Morgan,6,0.51,0.49,0.01479927041809749,0.01479927041809749,4337
2016-05-26,2016-05-26,2016-05-26,Reachtel,9,0.52,0.48,0.015403322934173933,0.015403322934173933,4338
2016-05-26,2016-05-28,2016-05-29,Essential,2,0.49,0.51,0.015412576959000408,0.015412576959000408,4340
2016-05-31,2016-06-01,2016-06-02,Ipsos,4,0.51,0.49,0.010419106288309448,0.010419106288309448,4344
2016-06-02,2016-06-02,2016-06-02,Reachtel,9,0.5,0.5,0.015415660399455185,0.015415660399455185,4345
2016-06-02,2016-06-04,2016-06-05,Essential,2,0.5,0.5,0.015415660399455185,0.015415660399455185,4347
2016-06-02,2016-06-04,2016-06-05,Newspoll,7,0.5,0.5,0.012905643322991683,0.012905643322991683,4347
2016-06-09,2016-06-09,2016-06-09,Reachtel,9,0.5,0.5,0.015415660399455185,0.015415660399455185,4352
2016-06-09,2016-06-11,2016-06-12,Essential,2,0.51,0.49,0.015412576959000408,0.015412576959000408,4354
2016-06-14,2016-06-15,2016-06-16,Ipsos,4,0.51,0.49,0.010419106288309448,0.010419106288309448,4358
2016-06-16,2016-06-16,2016-06-16,Reachtel,9,0.49,0.51,0.015412576959000408,0.015412576959000408,4359
2016-06-16,2016-06-18,2016-06-19,Essential,2,0.51,0.49,0.015412576959000408,0.015412576959000408,4361
